,title,content,write_date,url,writer,category
591,"與 '국민의힘, 감사원 의뢰는 국민기만…권익위 조사 받아야'","(서울=뉴스1) (이름) 기자,(이름) 기자 = 더불어민주당 지도부는 9일 국민의힘이 소속 의원의 부동산 투기 관련 전수조사를 감사원에 의뢰한다고 밝힌 것과 관련해 감사원법을 언급하며 한목소리로 '국민권익위원회의 전수조사를 받으라'고 촉구했다.감사원도 국회의원은 감찰 대상이 아니라며 사실상 국민의힘에 대한 전수조사가 불가하다는 입장이다.(이름) 당대표는 이날 오전 국회에서 열린 최고위원회의에서 '국민의힘은 권익위원장이 민주당 출신이란 (이름) 이를 거부하고 감사원 조사에 맡기겠다고 했다'며 '그러나 감사원법에 따르면 입법 사법부 공무원은 감사원의 감찰대상이 되지 않는다. 이를 모르지 않을 텐데 사실상 전수조사를 하지 않겠다는 것으로 의심된다'고 비판했다. 송 대표는 '다시 한번 제1야당 의원들도 전수조사를 받으라고 요청드린다'며 '감사원법상 불가능한 것을 가지고 말씀하지 말고 권익위에 요청하라'고 촉구했다.그러면서 오는 11일 전당대회를 앞둔 국민의힘 당대표 후보 5명에게 '마지막 tv토론이 있을 텐데 당대표가 되신다면 소속 의원 전수조사를 할 것인지, 말 것인지 입장을 밝힐 것을 민주당 대표로서 공식 요청한다'고 덧붙였다.(이름) 원내대표도 '감사원법도 모르고 전수조사를 받겠다고 하면 정말 무능한 것이다. 알고도 했다면 국민을 기만하는 것'이라며 '권익위의 전수조사에 응하는 것이 도리'라고 했다.그러면서 '(이름) 감사원장이 믿음직해서 감사원 조사를 얘기했다면 차라리 (이름) 전 검찰총장에게 조사받겠다고 하는 게 맞지 않을까 생각한다'고 목소리를 높였다.(이름) 최고위원은 '감사원법상 감사가 불가능한 걸 알면서도 요청하는 꼼수가 하루 만에 들통났다'며 '이러한 눈속임이 더는 통하지 않는 시대가 됐다는 것을 염두에 둬야 한다'고 말했다.(이름) 최고위원 역시 '지금까지 조사 회피로 일관한 국민의힘은 갑자기 감사원에 부동산 문제 전수조사를 의뢰하겠다고 한다'며 '도둑이 자수하겠다며 경찰서가 아닌 소방서를 찾는 꼴'이라고 꼬집었다.(이름) 최고위원 또한 '겉으로 보기에는 그럴 듯하지만 실상을 들여다보면 국민 기만행위'라며 '이미 감사원법상 국회의원은 직무감찰 대상이 아니다. 국민의힘은 지금 감사원 위법을 강요하고 있는 것'이라고 했다.(이름) 최고위원은 '이제 와서 권익위를 못 믿겠다고 소속 의원 전수조사를 감사원에 의뢰한다고 한다'며 '국민을 바보로 보시느냐. 지금 장난하시느냐. (이름) 국민의힘 당대표 권한대행의 답변을 부탁한다'고 말했다.(이름) 최고위원도 '국민의힘은 오히려 적반하장으로 말도 안 되는 감사원의 의뢰를 하겠다며 차일피일 핑계만 되고 있다'며 '정권교체를 하겠다는 정당에서 뭐가 두려워 비리 조사를 꺼리느냐. 하루빨리 정정당당하게 조사받아야 한다'고 밝혔다.앞서 국민의힘은 이날 오후 감사원에 소속 의원의 부동산 투기 관련 전수조사를 의뢰하겠다고 밝혔다.하지만 감사원 관계자는 뉴스1과 통화에서 '국회의원은 감사원의 직무감찰 대상이 아니다'라며 '국회의원의 부동산 투기는 감사 대상이 되지 않는다'고 사실상 수용 불가 입장을 내비쳤다.감사원법 제24조3항은 감찰 대상 공무원에서 국회 법원 및 헌법재판소에 소속한 공무원은 제외한다고 규정하고 있다.<저작권자 © 뉴스1코리아, 무단전재 및 재배포 금지>",2021-06-09 11:12:44,https://www.news1.kr/articles/?4333403,뉴스1,정치
592,"kt, 'lg v30' 14일부터 사전예약 개시","【서울=뉴시스】(이름) 기자 = kt는 오는 14일부터 21일까지 'lg v30' 사전 예약을 진행한다고 13일 밝혔다. v30은 (이름) 블랙, 클라우드 실버, 모로칸 블루 3가지 색상으로 출시되며, 10월 중 라벤더 바이올렛이 추가될 예정이다. v30+는 모로칸 블루 단일 색상으로 출시된다. v30의 출고가는 94만9300원, v30+는 99만8800원이다. 사전예약은 전국 kt매장 및 직영 (이름) kt 올레샵을 통해서 신청할 수 있다. 개통은 사전예약 신청접수 이후인 21일부터 순차적으로 진행된다. 사전예약 후 26일까지 개통한 고객은 lg전자 기프트팩 앱에서 사은품 신청을 할 수 있다. 구글 신형 vr인 데(이름)뷰어2, v30 액세서리 키트(케이스+액정보호필름), 올레tv모바일 프라임무비팩 1개월 무료 이용권 등 다양한 혜택을 제공한다. 이외에도 전 구매고객 대상 ▲b&o play이어폰 ▲단말 안심케어 보험료지원(보험료 50%, 12개월간) ▲10만원 상당의 beat fever 게임쿠폰 ▲정수기, 공기청정기, 스타일러, 안마의자 등 lg전자 가전 렌탈 시 특별할인(최대 60개월)을 제공한다. kt는 v30 구매 고객이 18개월 후 최대 40%를 보상 받을 수 있는 전용 프로그램 'v30 체인지업'도 선보인다. v30을 선택한 고객이 18개월 후 사용 중인 v30을 반납하고 최신 lg v, g 시리즈로 기기 변경하면 출고가의 최대 40% 보상 혜택을 제공한다. 제휴카드, 멤버십 포인트 등 추가할인을 받은 경우에도 동일하게 적용된다. 월 이용료는 3600원으로 lte 요금제 이용 고객이라면 누구나 보유한 멤버십 포인트로 월 이용료를 100% 할인 받을 수 있다. 제휴할인카드로 통신요금을 자동이체할 경우 보다 저렴한 가격으로 v30를 사용할 수 있다. 'kt 슈퍼할부 light plan 신한카드'로 단말을 할부 구매하면 이용 실적에 따라 2년 간 최대 48만원 통신비 할인에 5만원 캐시백을 더해 총 53만원의 혜택을 받을 수 있다. 데이터 무제한(기본제공량 소진 후 매일 2gb+최대 3mbps속도로 무제한) 요금제를 최대 반값에 이용할 수 있는 '프리미엄 가족결합'을 활용하면 더욱 저렴한 이용이 가능하다. kt 인터넷과 모바일 65.8 요금제 2회선 이상 결합하면, 모바일 두 번째 회선부터 25% 결합할인을 제공한다. 오는 15일부터 25%로 상향되는 선택약정할인과 함께 가입하면 총 50%의 요금할인을 받을 수 있다. 한편 kt는 지난 4월 1일부터 국내 최초로 전국 lte 상용망에 배터리 절감기술(c-drx)을 적용한 바 있다. v30에도 이 기술이 적용돼 스마트폰을 최대 45% 더 오래 사용할 수 있다. odong85@(이메일)<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>",2017-09-13 09:51:04,https://newsis.com/view/?id=NISX20170913_0000094004,뉴시스,라이프스타일
593,"부시 父子 '샬러츠빌 유혈 사태는 인종차별, 반유대주의, 증오'","린지 그레이엄 '트럼프 발언 미국인 치유 아닌 분열시켜' 【서울=뉴시스】 (이름) 기자 = 미국 버지니아주 샬러츠빌에서 발생한 백인 우월주의자들의 유혈 폭력사태와 관련, 미국 전직 대통령이었던 부시 부자(父子)가 16일(현지시간) “인종차별, 반(反) 유대주의, 증오”를 비난하는 공동성명을 냈다. cnn,워싱턴포스트, 영국 일간 가디언 등에 따르면 부시 부자는 성명에서 도널드 트럼프 대통령의 이름을 공식적으로 거명하지는 않았다. 하지만 트럼프 대통령이 이번 사태에 잘못 대응하고 있다는 여론이 높아지는 가운데 나온 것이어서 주목된다. 아버지 조지 hw 부시와 아들 조지 w 부시는 공동성명에서 “미국은 모든 형태의 인종 차별, 반유대주의 그리고 증오를 항상 거부해야 한다”면서 미국 설립자들 중 한 사람이자 샬러츠빌 인근에 살았던 토마스 제퍼슨 제3대 대통령의 말을 인용했다. 부시 부자는 “샬러츠빌을 위해 기도하면서 우리는 그 도시에서 가장 저명한 시민이 독립선언서에서 기록한 근본적인 진실을 떠올리게 됐다”며 “우리 모두는 평등하게 창조됐고 양도할 수 없는 권리를 창조주로부터 부여받았다는 것”이라고 강조했다. 트럼프 대통령은 샬러츠빌 폭력 사태에 대해 백인 우월주의자들이나 그들에 대응한 시위대를 포함해 “양측에게 모두 책임이 있다”는 입장을 고수하고 있다. 이 때문에 트럼프 대통령에게는 오히려 폭력을 두둔하고 있다는 비판이 쏟아지고 있다. 그 결과 트럼프 대통령은 이날 2개의 백악관 경제자문위원회를 해산하는 지경에까지 이르렀다. 자문위 소속 자문위원들이 잇따라 사퇴하면서 더 이상 유지하는 것이 의미가 없어진 탓이다. 린지 그레이엄 공화당 상원의원은 “나는 대통령이 샬로츠빌의 끔찍한 사태 이후 우리를 하나로 뭉치도록 하기를 원한다”며 “당신의 발언은 미국인들을 치유하고 있는 게 아니라 분열시키고 있다”고 비난했다. always@(이메일)<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>",2017-08-17 09:14:47,https://newsis.com/view/?id=NISX20170817_0000069779,뉴시스,취미
594,(이름) '극소수 구박(舊朴)들이 구박한다고 혁신 못멈춰',"= (이름) 자유한국당 대표는 5일 '일부 극소수 구박(舊朴, 옛 친박)들이 저를 구박한다고 해서 쇄신과 혁신을 멈출 수 없다'고 밝혔다.홍 대표는 이날 자신의 페이스북에 '보수우파 정당 창당 이래 최대 위기에 처한 위급한 상황'이라며 이렇게 썼다.그는 '새로운 자유한국당을 만들기 위해서는 내부 혁신을 하지 않을 수 없다'며 '혁신에는 반드시 구세력들의 저항이 따른다'고도 언급했다.홍 대표는 '연말까지 인적, 조직, 정책 혁신에 주력해 전혀 새로운 보수우파 정당을 만들어 내년 지방선거에 임할 것'이라며 '내년 1월 말까지 지방선거 후보자 공천을 마쳐야 한다'고 밝혔다.그러면서 '속도감 있는 당운영을 할 수밖에 없다. 어려움이 있어도 단호하게 밀고 나갈 수밖에 없는 게 제 입장'이라고 재차 강조했다.<저작권자 © 뉴스1코리아, 무단전재 및 재배포 금지>",2017-07-05 07:27:38,https://www.news1.kr/articles/?3039509,뉴스1,정치
595,"[오늘의 날씨] 울산(1일, 금)","= 1일 울산지방은 동해상에 위치한 고기압의 영향을 받아 구름이 많다가 낮부터 맑겠다.기상청에 따르면 아침 최저기온은 11도로 전날보다 높겠고, 낮 최고기온은 20도로 전날보다 낮겠다.바다의 물결은 남해동부와 동해남부 앞바다에서 0.5~2.0m로 일겠다.기상청 관계자는 '해안지역에는 안개가 짙게 끼는 곳이 있겠으니, 항해나 조업하는 선박은 유의하기 바란다'고 당부했다.<저작권자 © 뉴스1코리아, 무단전재 및 재배포 금지>",2016-04-01 05:00:00,https://www.news1.kr/articles/?2620464,뉴스1,지역
596,"[평창] (이름), 1~2차 레이스 트랙 레코드로 단연 1위.. (이름)는 6위 (종합)",". . 한국 남자 스켈레톤의 '간판' (이름)(24·강원도청)이 '2018 평창 동계올림픽' 스켈레톤 1~2차 레이스에서 압도적인 모습을 보였다. (이름)(24·성결대)도 메달에 도전할 수 있는 상황이다.. . (이름)은 15일 평창 올림픽 슬라이딩 센터에서 열린 '2018 평창 동계올림픽' 스켈레톤 남자 1~2차 레이스에서 1분40초35를 기록했다. 합계 1위다. 30명 가운데 유일하게 1분40초대를 탔다.. . 1차 레이스에서 (이름)은 50초28을 기록했다. 트랙 레코드였다. '황제' 마르틴스 두쿠르스(34·라트비아)가 가지고 있던 50초64의 기록을 깼다. 나아가 2위 니키타 트레구보프(oar, 50초59)에 크게 앞선 1위였다.. . 2차 레이스는 더 좋았다. 무려 50초07을 탔다. 자신이 세웠던 트랙 레코드를 곧바로 깬 것이다. 스타트 기록이 4초59였다. 스타트 레코드다. 시작부터 좋았고, 끝까지 최상이었던 셈이다. 실수도, 문제도 없었다. 최고 스피드도 129km대가 나왔다.. . 이에 1~2차 레이스 합계 1위에 올랐다. 1분40초35. 2위 트레구보프보다 0.74초나 빠르다. 1~2차 레이스에서는 적수가 없었다.. . 함께 출전한 (이름)도 좋은 모습을 보였다. 1~2차 레이스 합계 1분41초66을 기록했다. 6위다. 3~4차 레이스 결과에 따라 메달도 노릴 수 있는 수준이다.. . (이름)는 1차 레이스에서 50초80을 타며 깜짝 4위에 올랐다. 2차 레이스에서는 스타트 스피드가 조금 떨어졌다. 그래도 50초88을 기록했다. 합계 6위다.. . 한편 마르틴스 두쿠르스는 1분41초23으로 3위에 자리했다. 1차 레이스에서는 다소 주춤하며 8위에 머물렀지만, 2차 레이스에서 50초38의 좋은 기록을 만들며 순위를 크게 올렸다.. .",2018-02-15 12:33:34,https://star.mt.co.kr/stview.php?no=2018021511574064936,스타뉴스,스포츠
597,9월부터 감염병 전담시설·인력배치 의료기관에 '인센티브',【세종=뉴시스】(이름) 기자 = 오는 9월부터 감염병 관리 전담조직과 인력을 보유한 의료기관은 인센티브를 받게 된다. . . 또 감염 예방·관리 강화를 위해 격리실에 입원하는 환자 입원료에 대해 의료급여 2종수급자의 본인부담을 10%에서 5%로 인하한다.. . 보건복지부는 이같은 내용의 '요양급여의 적용기준 및 방법에 관한 세부사항 고시 일부개정안'과 '의료급여법 시행령 일부개정안'을 각각 행정·입법예고한다고 21일 밝혔다. . . 예고안에 따르면 오는 9월1일부터 의료기관이 감염관리실을 별도로 설치해 감염관리 전담 의사와 간호사를 배치하는 등 모든 입원환자의 감염관리활동을 강화하면 건강보험에서 추가로 비용이 지원된다. . . 그동안 병원의 감염내과와 감염소아과 등에 입원한 환자에 한해 한달에 한 차례만 1만원 가량의 감염전문관리료를 산정했으나 이와 별도로 입원환자 1명당 감염예방·관리료를 하루 1950원~2870원 더 준다.. . 이와함께 오는 9월23일부터는 격리실 입원료에 대해 의료급여 2종수급자의 본인부담을 10%에서 5%로 인하한다.. . ijoinon@(이메일). . <저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>,2016-07-21 08:53:15,https://newsis.com/view/?id=NISX20160721_0014235784,뉴시스,여행레저
598,"뉴욕 증시, '6월 금리인상 힌트' 찾을까…옐런 발언 주목",". 지난주 4월 연방공개시장위원회(fomc) 의사록 공개와 잇따른 연방준비제도이사회(frb) 정책위원들의 기준금리 인상 경고에 큰 변동성을 보였던 뉴욕 증시는 이번주에도 '6월 금리인상 힌트'에 주목할 것으로 보인다. . . 재닛 옐런 frb 의장은 27일(현지시간) 미국 하버드대학교에서 frb 의장 시절의 성과에 대해 이야기하는 자리를 갖는다. 이후 '경제 번영과 균등을 위한 정책 설계'를 주제로 토론한다. 이곳에서 6월 금리인상에 대한 힌트가 나올지 여부가 주목된다. . . 이날 행사에서 벤 버냉키 전 frb 의장의 연설을 포함해 옐런과 그레고리 맨큐 하버드대 경제학과 교수의 토론도 예정됐다. 맨큐 교수는 조지 w. 부시 대통령 시절 경제자문위원회 위원장이었다. . . 이는 시기적으로 다음달 6일 예정된 옐런 의장의 국제문제협의회(the world affairs council)에서의 연설보다는 주목도가 떨어지지만 6월 금리인상 가능성이 한껏 높아진 시장에서는 어느 발언에도 긴장을 늦추지 않는 분위기다.. . 이번주에는 주요 경제지표 발표도 (이름)다. 특히 오는 27일에는 미국의 1분기 gdp(국내총생산) 수정치가 발표된다. gdp 성장률은 frb의 '긴축 사이클 재개'의 중요 변수가 될 수 있다는 점에서 투자자들이 촉각을 곤두세우고 있다. . . 지난달 말 공개된 1분기 gdp성장률 예비치는 연율 0.5%를 기록하며 2년 만에 최저 수준을 나타냈다. 시장에서는 gdp성장률 수정치가 예비치보다 높아진 0.9%를 기록할 것으로 예상하고 있지만, 여전히 실망감이 확대될 것이라는 전망이 높다. . . 그러나 frb는 지난주 공개된 4월 fomc 의사록에서 '1분기 소비 지출이 다소 줄어들었으나 지속될 것으로 보이지는 않는다'고 언급하며 부진한 성장률을 크게 개의치 않는다는 입장을 밝혔다. 그만큼 '6월 금리인상' 가능성을 더욱 높였다.. . 4월 fomc 의사록은 frb가 정책 조정의 여지를 남긴 것이라는 게 전문가들의 분석이다. 경제가 예상만큼 좋아진다면 기존 입장에 대한 변화 없이도 6월에 금리를 인상하거나 그 다음으로 미룰 수 있는 길을 터놨다는 설명이다. . . 이밖에도 마킷 미국 제조업 pmi 예비치(23일), 5월 마킷 서비스업 pmi(25일), 4월 핵심 내구재 주문과 주간 신규 실업수당 청구건수(이상 26일) 등의 발표가 예정돼 있다. . . 이번 주에도 코스트코와 티파티, 베스트바이, 아베크롬비앤피지, 달러제너럴 등 소매업종의 실적 발표가 (이름)다. 앞서 지난주엔 부진한 실적 발표가 이어지며 소매업종이 주간 0.2% 하락했다. . . frb 위원들의 연설도 다수 예정돼 있다. 오는 23일 제임스 불라드 세인트루이스 연방준비은행(연은) 총재 연설을 시작으로, 패트릭 하커 필라델피아 연은 총재(24일), 닐 카시카리 미니애폴리스 연은 총재, 로버트 카플란 댈러스 연은 총재(이상 25일), 제임스 불라드 세인트루이스 연은 총재(26일) 등이 미국 경제에 대한 전망을 내놓는다..",2016-05-22 06:14:46,https://news.mt.co.kr/mtview.php?no=2016052110541465914,머니투데이뉴스,국제
599,';자전거 영웅'; (이름)선생의 자료를 찾습니다,"""(이름)은 일제강점기에 (이름)자 최고의 스포츠 스타 중 한 사람으로 뛰어난 실력을 가지고 각종자전거대회에서 우승하며 국가의 자긍심을 끌어올리는 등의 활약을 하였으나 그에 대한 연구는 미비하였다.""((이름)자전거의 문화-기술사적 해석, 하웅용·(이름), 2012년 한국체육사학회지 17권). . . . 일제강점기, 자전거로 민족의 한을 달래준 자전거 영웅이자 ';동양자전차왕(東洋自轉車王)'; (이름)(1982~1951년) 선생. 그는 1913년 전조선자전차경기대회부터 1932년 전조선남녀자전거대회까지 20여 년 동안 식민지 조선의 희망을 안고 달린 민족영웅이었다. . . . . 이러한 궤적 이면의 불행한 말년(末年) 탓이었을까. ';떴다 보아라 안창남(조선 최초의 비행사, 2001년 건국훈장 애국장 추서), 내려다보니 (이름)';이라는 당시 노랫말이 무색할 정도로 현재의 (이름)선생은 초라하다.. . . . 이에 사이클 후배이자 (이름)기념사업재단설립을 추진하는 (이름) 교수(한국체육대학교 체육학과)가 고증적 연구와 기념사업을 위해 (이름)선생의 자료를 찾고 있다.. . . . 이 교수는 ""암울했던 시절, 조선인의 희망이었고 전조선인을 하나로 뭉치게 했던 우리나라 최초의 스포츠스타였으나 제대로 조명되지 못하고 있다. 사이클 후배로서, 민족을 울고 웃게 했던 자랑스러운 선배인 (이름)의 뿌리를 찾아 기념하고 싶다""고 밝혔다.. . . . 자료는 (이름)선생의 생애 전반에 관련한 당시의 (이름)사나 사진, 대회 전단지를 비롯해 일본 등의 해외 정보까지 망라한다. 자료 취합 등 자세한 내용은 (이름) 교수(cydrome@(이메일), (전화번호))에게 문의한다.. .",2014-07-03 10:44:43,https://moneys.mt.co.kr/news/mwView.php?no=2014070310415839300,머니S,취미
600,"해체시 선두 주자, 박남철 시인 별세","1980년대 언어가 현실을 그대로 재현할 수 없다는 불신에서 출발, 기존 전통시의 형태를 파괴한 해체시의 선두 주자 박남철 시인이 지난 6일 지병으로 별세했다.. . 시인은 1953년 경북 포함에서 출생해 1979년 '문학과 지성' 겨울호에 시 '연날리기' 등 4편을 발표하며 등단했다.. . 대표작로는 '반시대적 고찰'(1988), '자본에 살어리랏다'(1997) 등이 있으며, 형태파괴적인 기법으로 시를 써 해체시의 선두 주자로 불렸다. . . 남긴 시집으로 '지상의 인간'(1984), '러시아집 패설'(1991), '제1분'(2009)과 시선집 '생명의 노래'(1992), 박덕규 시인과의 공동 시집 '그러나 나는 살아가리라'(1982), 비평시집 '용의 모습으로'(1990)가 있다.. . 시인은 비판과 부정, 절망과 분노, 풍자와 독설을 동원해 거짓과 위선으로 가득 찬 현실을 날카롭게 비판해 주목받았다.. . 2005년 '바다 속의 흰머리뫼'로 경희문학상을, 2008년 제3회 불교문예 작품상을 수상했다.. . 빈소는 서울 중랑구 신내동 서울의료원 장례식장이며 발인은 8일 오전 7시다. 02- 2276-7671..",2014-12-07 16:54:13,https://news.mt.co.kr/mtview.php?no=2014120716494164557,머니투데이뉴스,문화
601,中 대사 “문 대통령 취임 후 한·중 신뢰 회복”,"= 추궈홍(邱國洪) 주한 중국대사는 29일 “한 중 고위급 간의 상호신뢰에 풀어야 할 숙제가 있다”며 “(이름) 대통령 취임 이후 한 중 관계가 좋은 방향으로 발전해 나가고 있고, 양국 고위급 간 상호신뢰도 점차 회복되고 있다”고 말했다.추궈홍 대사는 이날 충북 청주에서 열리는 ‘제7회 중국인 유학생 페스티벌’ 개막식 참석에 앞서 (이름) 충북지사와 환담을 나눴다.이 자리에서 추궈홍 대사는 “현재 양국 관계가 다소 어려움에 직면해 있고 좌절을 겪고 있다”며 “하지만 다른 한편으로는 양국 우호의 큰 흐름은 바뀌지 않았고, 한 중 관계의 중요성도 달라지지 않았다”고 밝혔다.그러면서 “중국과 한국은 운명의 공동체이자 책임의 공동체이고, 양국 사이의 공동이익은 (현재 발생하고 있는)의견 차이보다 훨씬 중요하다”며 “양국은 공동의 발전을 실현하고 동북아 지역의 평화와 국제정의를 지키는 등 폭넓은 공동의 이익을 추구하고 있다”고 강조했다.이어 “수교 이후 양국 관계가 가장 큰 어려움에 직면하면서 우리는 이를 극복하기 위해 많은 노력을 하고 있고, 반드시 난제를 극복할 방법을 찾을 수 있다고 믿는다”고 덧붙였다.추궈홍 대사는 한 중 수교 이후 양국 발전을 위해 추진해 온 세 개의 축 중에서 ‘폭넓은 공동이익 실현’과 ‘양국 국민들의 민심’은 크게 변한 것이 없다는 의견도 내놨다.하지만 양국 고위급 간의 상호신뢰는 풀어야 할 숙제가 있다고 지적했다.추궈홍 대사는 “양국 관계 개선은 고위급 간의 상호신뢰를 복원하는 것부터 시작해야 한다”며 “(이름) 대통령 취임 이후 양국 관계가 좋은 방향으로 계속 발전해 나가고 있다”고 한 중 긴장 완화의 무드가 조성되고 있음을 시사했다.그러면서 본인이 중국인유학생페스티벌을 찾게 된 배경도 설명했다.그는 “양국 관계 발전을 위한 국민적 기반을 다지기 위해서는 지방 간의 교류, 문화적 교류가 매우 중요하다”고 강조했다.이어 “올해는 중 한 수교 25주년이고 양국 관계가 어려움에 직면한 상황에서 제가 중국인유학생 페스티벌에 참석하는 자체가 중 한 우호를 계속 발전시켜 나가야 한다는 의지를 보이는 것이라 생각했다”며 “충북에서 개최되는 유학생페스티벌 자체가 중 한 관계 발전에 대한 지지”라고 의견을 피력했다.추궈홍 대사는 이 같은 행사를 마련한 (이름) 충북지사에게 여러 차례에 걸쳐 “감사하다”는 인사를 전하기도 했다.이에 (이름) 지사도 “중국인유학생 페스티벌을 잘 치러서 문화로 지방 차원에서 한 중 관계를 풀어나가는 가교 역할을 할 수 있도록 노력하겠다”고 화답했다.한편 추궈홍 대사는 이날 오후 6시 청주예술의전당에서 열리는 중국인유학생 페스티벌 개막식에서 신임 (이름) 주중대사와도 첫 만남을 가질 예정이다.<저작권자 © 뉴스1코리아, 무단전재 및 재배포 금지>",2017-09-29 16:43:39,https://www.news1.kr/articles/?3115468,뉴스1,지역
602,논산 lcd 제조공장 폭발·화재 실종자 1명 숨진채 발견,"(논산=뉴스1) (이름) 기자 = 18일 오전 충남 논산시 한 lcd 제조공장에서 발생한 폭발화재로 실종된 1명이 끝내 숨진 채 발견됐다. 사고 당시 9명이 중경상을 입고 30대 남성 1명이 실종된 상태였다.충남소방본부에 따르면 실종된 남성은 이날 오전 9시 43분께 폭발이 일어난 공장동 인근을 수색하던 구조대가 잔해 속에서 발견했다.소방 관계자는 “폭발 사고가 일어난 공장동 인근 잔해를 중장비를 동원해 수색하던 중 숨져있는 실종자를 발견했다”고 말했다.앞서 이날 오전 1시 52분께 논산시 노성면 두사리 한 lcd 제조공장에서 폭발화재가 발생, 소방당국이 인력 200여명과 장비 30여대를 동원해 3시간여만에 진화했다.이 사고로 1명이 실종된 후 숨진채 발견됐고 9명이 중경상을 입었다. 부상자 중엔 출동한 소방관 3명과 인근 주민 1명도 포함됐다. 공장 7개동 전체 3032㎡가 완전히 불탔다.소방당국은 부상자들에 대해 “대전 대학병원과 화상전문치료병원으로 분산 이송돼 치료 중”이라고 말했다.경찰과 소방당국은 정확한 피해 규모와 화재 및 사고 원인을 조사하고 있다.<저작권자 © 뉴스1코리아, 무단전재 및 재배포 금지>",2021-03-18 11:02:36,https://www.news1.kr/articles/?4245116,뉴스1,여성복지
603,"별들의 잔치, 블루스타-핑크스타 100-100 무승부…구슬·커리 mvp","= 100-100. 똑같은 점수와 함께 모두가 웃은 '별들의 잔치'로 마무리됐다.24일 인천도원체육관에서 열린 신한은행 2017-18 여자프로농구 올스타전에서 블루스타와 핑크스타가 100-100으로 경기를 마쳤다. 역대 올스타전에서 양 팀이 승패를 가리지 못한 것은 이번이 처음이다. (이름)선수(mvp)도 공동수상으로 결정됐다. 블루스타에서는 3점슛 4개를 포함해 16득점을 올린 구슬이, 핑크스타에서는 3점슛 3개를 포함해 17득점을 기록한 커리가 공동 mvp의 영예를 안았다. 구슬은 생애 첫 올스타 mvp의 영예를 누렸고, 커리는 개인통산 3회 수상으로 역대 최다 올스타 mvp 기록을 쓰게 됐다.1쿼터 양 팀 모두 초반 슛감을 잡지 못한 가운데 외국인선수들이 많은 득점을 올렸다. 핑크스타가 단타스, (이름)의 득점으로 앞서갔지만 쿼터 막판 블루스타 (이름), (이름)의 3점포가 터지면서 18-18 동점이 됐다.2쿼터는 흥미로운 경기가 진행됐다. 쿼터 초반에는 양 팀 모두 외국선수들을 총출동 시킨 가운데 (이름)(핑크스타)과 (이름)(블루스타)만 국내선수로 나섰다. 쿼터 중반 이후로는 국내선수로만 라인업을 꾸려 '외곽포 대결'을 펼쳤다. 핑크스타는 구슬, 블루스타는 (이름)와 (이름), (이름) 등이 외곽포를 꽂아넣었다. (이름)의 버저비터 3점슛을 앞세운 블루스타가 전반을 49-45로 리드했다.3쿼터는 다시 핑크스타의 반격이었다. 블루스타의 외곽포가 2쿼터 만큼 말을 듣지 않은 가운데 핑크스타는 속공과 외곽포를 앞세워 경기를 뒤집었다. 쿼터 막판 구슬의 3점포가 터진 핑크스타는 75-67로 앞섰다.4쿼터 블루스타가 다시 경기를 뒤집었다. (이름)의 연속 3점포로 기세를 올리며 순식간에 역전에 성공했다. 핑크스타의 골밑 공격에 다시 역전을 내줬던 블루스타는 (이름), (이름)의 연속 3점포로 재역전에 성공, 1분44초를 남기고 97-93으로 앞섰다. 블루스타는 (이름) 공격에서 다시 한 번 (이름)의 3점포가 터지면서 100-95, 그러나 마지막까지 승패는 쉽게 갈리지 않았다. 핑크스타도 과트미의 3점포로 따라붙었고, 수비 성공 후 쏜튼의 골밑 득점으로 100-100 동점을 만들었다. 블루스타의 마지막 공격이 무위로 돌아갔고, 그대로 경기는 종료됐다.<저작권자 © 뉴스1코리아, 무단전재 및 재배포 금지>",2017-12-24 19:00:51,https://www.news1.kr/articles/?3188977,뉴스1,스포츠
604,"파키스탄 지진, 아프간 접경지서 발생 최소 263명 사망·1200여명 부상",'파키스탄 지진'. . 아프가니스탄과 파키스탄의 접경서 규모 7.5의 (이름) 발생해 적어도 263명이 숨지고 1200여명이 다쳤다. . . 26일(현지시간) 오후 1시39분쯤 아프간 북부 바다흐샨 주의 힌두쿠시 산악지역에 지진이 발생했다. 아프가니스탄과 파키스탄의 현지언론의 보도를 종합하면 사망자는 300명에 달할 것으로 추정된다. . . 아직 정확한 피해 상황 집계는 발표되지 않았지만 이번 지진으로 바다흐샨주 서쪽 타카르주에서 여학교 학생 최소 12명이 대피하다 압사사고로 사망했다. 30여명의 학생들은 타카르주 주도 탈루칸 병원으로 이송됐다.. . 또 파키스탄 구조 당국자는 카이베르파크툰크와주 등에서 지진으로 주택과 건물이 붕괴해 최소 29명이 숨졌다고 밝혔다. 그는 이 지역에서 100여명이 부상했다고 전했다.. . 특히 진원에 가까운 산악 지역 상당수 마을이 통신이 두절돼 정확한 피해규모 파악에는 시일이 걸릴 전망이다.. .,2015-10-27 08:31:19,https://moneys.mt.co.kr/news/mwView.php?no=2015102707408043291,머니S,라이프스타일
